year,state,subject,num_dissertations
1939.0,Illinois,30—Functions of a complex variable,1
1939.0,Illinois,34—Ordinary differential equations,1
1939.0,Illinois,60—Probability theory and stochastic processes,1
1939.0,Illinois,"82—Statistical mechanics, structure of matter",1
1939.0,Illinois,"91—Game theory, economics, social and behavioral sciences",2
1939.0,Iowa,35—Partial differential equations,1
1939.0,Iowa,92—Biology and other natural sciences,1
1939.0,Maryland,81—Quantum Theory,1
1939.0,Maryland,"91—Game theory, economics, social and behavioral sciences",1
1939.0,Massachusetts,"91—Game theory, economics, social and behavioral sciences",1
1939.0,Minnesota,"91—Game theory, economics, social and behavioral sciences",1
1939.0,New York,01—History and biography,1
1939.0,New York,62—Statistics,1
1939.0,New York,74—Mechanics of deformable solids,1
1939.0,New York,"78—Optics, electromagnetic theory",1
1939.0,New York,81—Quantum Theory,1
1939.0,New York,85—Astronomy and astrophysics,1
1939.0,New York,"91—Game theory, economics, social and behavioral sciences",1
1939.0,New York,97—Mathematics education,1
1939.0,North Carolina,"91—Game theory, economics, social and behavioral sciences",2
1939.0,Ohio,51—Geometry,1
1939.0,Ohio,"82—Statistical mechanics, structure of matter",1
1939.0,Ohio,"91—Game theory, economics, social and behavioral sciences",1
1939.0,Rhode Island,"44—Integral transforms, operational calculus",1
1939.0,Wisconsin,"82—Statistical mechanics, structure of matter",1
1939.0,Wisconsin,"91—Game theory, economics, social and behavioral sciences",2
1940.0,California,76—Fluid mechanics,2
1940.0,California,81—Quantum Theory,1
1940.0,California,"82—Statistical mechanics, structure of matter",1
1940.0,Connecticut,01—History and biography,1
1940.0,Connecticut,"91—Game theory, economics, social and behavioral sciences",2
1940.0,Illinois,20—Group theory and generalizations,1
1940.0,Illinois,30—Functions of a complex variable,1
1940.0,Illinois,34—Ordinary differential equations,2
1940.0,Illinois,45—Integral equations,1
1940.0,Illinois,81—Quantum Theory,1
1940.0,Illinois,"91—Game theory, economics, social and behavioral sciences",5
1940.0,Illinois,92—Biology and other natural sciences,1
1940.0,Illinois,93—Systems theory; control,1
1940.0,Iowa,62—Statistics,1
1940.0,Iowa,97—Mathematics education,1
1940.0,Massachusetts,00—General,1
1940.0,Massachusetts,01—History and biography,1
1940.0,Massachusetts,"82—Statistical mechanics, structure of matter",1
1940.0,Massachusetts,"91—Game theory, economics, social and behavioral sciences",4
1940.0,Michigan,70—Mechanics of particles and systems,1
1940.0,Michigan,"91—Game theory, economics, social and behavioral sciences",2
1940.0,Minnesota,81—Quantum Theory,1
1940.0,Minnesota,"91—Game theory, economics, social and behavioral sciences",1
1940.0,New Jersey,62—Statistics,1
1940.0,New Jersey,"91—Game theory, economics, social and behavioral sciences",1
1940.0,New York,28—Measure and integration,1
1940.0,New York,"78—Optics, electromagnetic theory",1
1940.0,New York,"82—Statistical mechanics, structure of matter",1
1940.0,New York,"91—Game theory, economics, social and behavioral sciences",3
1940.0,New York,97—Mathematics education,1
1940.0,North Carolina,"90—Operations research, mathematical programming",2
1940.0,North Carolina,"91—Game theory, economics, social and behavioral sciences",1
1940.0,Ohio,"94—Information and communication, circuits",1
1940.0,Pennsylvania,45—Integral equations,1
1940.0,Pennsylvania,76—Fluid mechanics,1
1940.0,Rhode Island,"91—Game theory, economics, social and behavioral sciences",1
1940.0,Tennessee,97—Mathematics education,1
1940.0,Wisconsin,76—Fluid mechanics,1
1940.0,Wisconsin,"91—Game theory, economics, social and behavioral sciences",7
1941.0,California,"78—Optics, electromagnetic theory",2
1941.0,California,"82—Statistical mechanics, structure of matter",3
1941.0,California,85—Astronomy and astrophysics,1
1941.0,California,86—Geophysics,1
1941.0,California,"91—Game theory, economics, social and behavioral sciences",2
1941.0,Connecticut,93—Systems theory; control,1
1941.0,Illinois,60—Probability theory and stochastic processes,1
1941.0,Illinois,"78—Optics, electromagnetic theory",1
1941.0,Illinois,81—Quantum Theory,1
1941.0,Indiana,14—Algebraic geometry,1
1941.0,Indiana,"91—Game theory, economics, social and behavioral sciences",1
1941.0,Iowa,62—Statistics,1
1941.0,Iowa,"91—Game theory, economics, social and behavioral sciences",1
1941.0,Massachusetts,86—Geophysics,1
1941.0,Massachusetts,"91—Game theory, economics, social and behavioral sciences",3
1941.0,Massachusetts,92—Biology and other natural sciences,1
1941.0,Michigan,"82—Statistical mechanics, structure of matter",1
1941.0,Michigan,"91—Game theory, economics, social and behavioral sciences",1
1941.0,Minnesota,"90—Operations research, mathematical programming",1
1941.0,Minnesota,"91—Game theory, economics, social and behavioral sciences",1
1941.0,New Jersey,32—Several complex variables and analytic spaces,1
1941.0,New Jersey,"82—Statistical mechanics, structure of matter",1
1941.0,New Jersey,85—Astronomy and astrophysics,1
1941.0,New York,01—History and biography,1
1941.0,New York,81—Quantum Theory,2
1941.0,New York,92—Biology and other natural sciences,1
1941.0,New York,"94—Information and communication, circuits",1
1941.0,North Carolina,"78—Optics, electromagnetic theory",1
1941.0,North Carolina,"91—Game theory, economics, social and behavioral sciences",2
1941.0,Rhode Island,"40—Sequences, series, summability",1
1941.0,Rhode Island,"91—Game theory, economics, social and behavioral sciences",2
1941.0,Texas,54—General topology,3
1941.0,Texas,92—Biology and other natural sciences,1
1941.0,Wisconsin,81—Quantum Theory,1
1941.0,Wisconsin,"91—Game theory, economics, social and behavioral sciences",9
1942.0,California,03—Mathematical logic and foundations,1
1942.0,California,74—Mechanics of deformable solids,1
1942.0,California,81—Quantum Theory,1
1942.0,California,"82—Statistical mechanics, structure of matter",1
1942.0,California,85—Astronomy and astrophysics,1
1942.0,California,"91—Game theory, economics, social and behavioral sciences",1
1942.0,California,92—Biology and other natural sciences,2
1942.0,California,"94—Information and communication, circuits",1
1942.0,Connecticut,"91—Game theory, economics, social and behavioral sciences",1
1942.0,Illinois,01—History and biography,3
1942.0,Illinois,34—Ordinary differential equations,1
1942.0,Indiana,"82—Statistical mechanics, structure of matter",1
1942.0,Iowa,"91—Game theory, economics, social and behavioral sciences",3
1942.0,Massachusetts,03—Mathematical logic and foundations,1
1942.0,Massachusetts,"91—Game theory, economics, social and behavioral sciences",4
1942.0,Michigan,"82—Statistical mechanics, structure of matter",1
1942.0,New Jersey,81—Quantum Theory,1
1942.0,New Jersey,"91—Game theory, economics, social and behavioral sciences",1
1942.0,New Jersey,92—Biology and other natural sciences,1
1942.0,New York,01—History and biography,1
1942.0,New York,53—Differential geometry,1
1942.0,New York,92—Biology and other natural sciences,1
1942.0,Pennsylvania,03—Mathematical logic and foundations,1
1942.0,Pennsylvania,81—Quantum Theory,1
1942.0,Texas,54—General topology,1
1942.0,Wisconsin,01—History and biography,1
1942.0,Wisconsin,"78—Optics, electromagnetic theory",1
1942.0,Wisconsin,"91—Game theory, economics, social and behavioral sciences",10
1943.0,California,"06—Order, lattices, ordered algebraic structures",1
1943.0,California,70—Mechanics of particles and systems,1
1943.0,California,76—Fluid mechanics,1
1943.0,California,"78—Optics, electromagnetic theory",1
1943.0,Connecticut,20—Group theory and generalizations,1
1943.0,Connecticut,85—Astronomy and astrophysics,1
1943.0,Illinois,81—Quantum Theory,1
1943.0,Illinois,"91—Game theory, economics, social and behavioral sciences",2
1943.0,Illinois,97—Mathematics education,1
1943.0,Iowa,62—Statistics,1
1943.0,Maryland,13—Commutative rings and algebras,1
1943.0,Massachusetts,01—History and biography,1
1943.0,Massachusetts,03—Mathematical logic and foundations,1
1943.0,Massachusetts,"78—Optics, electromagnetic theory",1
1943.0,Massachusetts,"91—Game theory, economics, social and behavioral sciences",2
1943.0,Michigan,03—Mathematical logic and foundations,1
1943.0,Minnesota,"91—Game theory, economics, social and behavioral sciences",2
1943.0,Minnesota,92—Biology and other natural sciences,1
1943.0,New Jersey,20—Group theory and generalizations,1
1943.0,New Jersey,76—Fluid mechanics,1
1943.0,New Jersey,"94—Information and communication, circuits",1
1943.0,New York,03—Mathematical logic and foundations,1
1943.0,New York,35—Partial differential equations,1
1943.0,New York,39—Finite differences and functional equations,1
1943.0,New York,"91—Game theory, economics, social and behavioral sciences",2
1943.0,New York,92—Biology and other natural sciences,1
1943.0,Wisconsin,"91—Game theory, economics, social and behavioral sciences",7
1944.0,California,"82—Statistical mechanics, structure of matter",2
1944.0,California,"91—Game theory, economics, social and behavioral sciences",1
1944.0,California,92—Biology and other natural sciences,1
1944.0,Illinois,01—History and biography,1
1944.0,Illinois,14—Algebraic geometry,1
1944.0,Illinois,"91—Game theory, economics, social and behavioral sciences",2
1944.0,Maryland,"91—Game theory, economics, social and behavioral sciences",1
1944.0,Massachusetts,81—Quantum Theory,1
1944.0,Massachusetts,"91—Game theory, economics, social and behavioral sciences",4
1944.0,Michigan,"82—Statistical mechanics, structure of matter",1
1944.0,Michigan,"91—Game theory, economics, social and behavioral sciences",1
1944.0,Minnesota,97—Mathematics education,1
1944.0,New Jersey,62—Statistics,1
1944.0,New York,01—History and biography,1
1944.0,New York,60—Probability theory and stochastic processes,1
1944.0,New York,70—Mechanics of particles and systems,1
1944.0,New York,"91—Game theory, economics, social and behavioral sciences",1
1944.0,Ohio,"91—Game theory, economics, social and behavioral sciences",1
1944.0,Virginia,"78—Optics, electromagnetic theory",1
1944.0,Wisconsin,"91—Game theory, economics, social and behavioral sciences",1
1945.0,California,76—Fluid mechanics,1
1945.0,Illinois,45—Integral equations,1
1945.0,Illinois,86—Geophysics,1
1945.0,Illinois,"91—Game theory, economics, social and behavioral sciences",1
1945.0,Iowa,"91—Game theory, economics, social and behavioral sciences",3
1945.0,Massachusetts,"91—Game theory, economics, social and behavioral sciences",4
1945.0,Massachusetts,"94—Information and communication, circuits",1
1945.0,Michigan,"82—Statistical mechanics, structure of matter",1
1945.0,Michigan,"90—Operations research, mathematical programming",1
1945.0,Minnesota,35—Partial differential equations,1
1945.0,New Jersey,62—Statistics,1
1945.0,New York,81—Quantum Theory,1
1945.0,New York,"82—Statistical mechanics, structure of matter",1
1945.0,New York,"91—Game theory, economics, social and behavioral sciences",1
1945.0,Pennsylvania,30—Functions of a complex variable,1
1945.0,Texas,54—General topology,1
1945.0,Wisconsin,"91—Game theory, economics, social and behavioral sciences",2
1946.0,California,62—Statistics,1
1946.0,California,76—Fluid mechanics,1
1946.0,California,"82—Statistical mechanics, structure of matter",1
1946.0,California,86—Geophysics,1
1946.0,Connecticut,03—Mathematical logic and foundations,1
1946.0,Illinois,17—Nonassociative rings and algebras,1
1946.0,Illinois,20—Group theory and generalizations,2
1946.0,Illinois,53—Differential geometry,1
1946.0,Illinois,62—Statistics,1
1946.0,Illinois,76—Fluid mechanics,1
1946.0,Illinois,85—Astronomy and astrophysics,3
1946.0,Illinois,92—Biology and other natural sciences,1
1946.0,Iowa,70—Mechanics of particles and systems,1
1946.0,Louisiana,"91—Game theory, economics, social and behavioral sciences",1
1946.0,Massachusetts,32—Several complex variables and analytic spaces,1
1946.0,Massachusetts,"90—Operations research, mathematical programming",1
1946.0,Massachusetts,"91—Game theory, economics, social and behavioral sciences",4
1946.0,Massachusetts,92—Biology and other natural sciences,1
1946.0,Michigan,05—Combinatorics,1
1946.0,Michigan,93—Systems theory; control,1
1946.0,Minnesota,"91—Game theory, economics, social and behavioral sciences",1
1946.0,New Jersey,62—Statistics,1
1946.0,New York,32—Several complex variables and analytic spaces,1
1946.0,New York,"82—Statistical mechanics, structure of matter",1
